,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
541,1400000US42095017604,"Census Tract 176.04, Northampton County, Pennsylvania",0,0,23,45,0,0,0,0,28,52,28,90,155,0,0,0,0,0,0,0,0,46,38,30,41,267,0,0,0,22,46,0,7,0,34,8,44,106,113,157.6,78.4,339,688,
542,1400000US42095017605,"Census Tract 176.05, Northampton County, Pennsylvania",18,0,0,0,0,8,0,0,20,0,61,94,257,8,0,0,0,0,8,0,0,52,64,0,125,341,7,0,23,6,0,36,0,0,73,39,61,96,62,217.6,82.4,437,799,
543,1400000US42095017606,"Census Tract 176.06, Northampton County, Pennsylvania",48,0,0,0,0,0,0,0,22,36,41,55,190,0,0,0,0,0,0,0,0,44,48,50,48,466,18,0,0,0,0,27,0,0,50,91,75,205,66,178,140,474,858,
544,1400000US42095017607,"Census Tract 176.07, Northampton County, Pennsylvania",0,0,0,0,16,0,0,10,60,86,0,182,503,0,0,45,0,51,0,0,0,72,89,20,226,488,0,0,19,16,0,16,0,0,103,124,20,190,113.5,354.3,239.2,638,1345,
794,1400000US42095017702,"Census Tract 177.02, Northampton County, Pennsylvania",4,0,0,0,28,0,0,15,0,68,17,42,134,4,0,0,0,19,0,0,0,21,36,31,23,182,17,0,7,0,0,0,0,12,27,13,10,96,55.5,121.9,93.6,219,490,
545,1400000US42095017703,"Census Tract 177.03, Northampton County, Pennsylvania",0,0,0,0,0,0,0,0,32,49,12,150,134,0,0,0,4,0,0,0,0,64,14,10,42,169,0,0,0,0,0,0,0,0,58,42,53,16,4,175,84,283,546,
546,1400000US42095017704,"Census Tract 177.04, Northampton County, Pennsylvania",13,0,32,0,0,0,0,0,39,81,84,28,419,13,0,0,0,0,0,0,0,67,112,163,64,568,31,0,0,0,0,12,0,0,15,84,118,308,89,188.4,221.6,765,1264,
790,1400000US42095017800,"Census Tract 178, Northampton County, Pennsylvania",0,0,5,0,0,7,19,11,53,14,7,0,265,12,0,8,16,63,0,19,0,99,30,10,8,229,15,0,0,23,58,12,0,11,61,27,10,12,139.5,366.7,56.8,47,610,
434,1400000US42095017901,"Census Tract 179.01, Northampton County, Pennsylvania",0,0,8,0,0,0,0,0,12,14,22,29,244,0,0,31,0,12,0,0,0,115,8,55,23,395,0,0,11,10,0,0,0,0,215,85,26,48,66,369.4,85.6,203,724,
435,1400000US42095017902,"Census Tract 179.02, Northampton County, Pennsylvania",0,0,0,15,0,6,0,0,33,53,32,16,208,0,0,9,19,13,20,0,0,59,38,32,18,140,0,0,3,9,25,0,7,5,20,0,67,4,74,187.2,72.8,169,503,
199,1400000US42095018001,"Census Tract 180.01, Northampton County, Pennsylvania",0,0,0,26,0,0,0,0,25,39,50,62,280,12,0,0,0,0,22,0,0,0,129,44,73,211,12,0,0,0,0,0,0,10,9,51,38,91,50,109.8,175.2,358,693,
785,1400000US42095018002,"Census Tract 180.02, Northampton County, Pennsylvania",0,0,0,24,21,0,0,0,35,80,63,206,555,0,0,0,0,44,31,0,0,86,178,12,204,565,123,0,0,18,11,0,0,0,72,39,27,275,203,321.4,237.6,787,1549,
442,1400000US42095018100,"Census Tract 181, Northampton County, Pennsylvania",31,0,6,0,0,140,0,0,26,50,0,25,352,0,4,5,2,0,0,0,31,55,54,0,201,605,9,0,0,25,0,16,0,12,25,93,55,370,82,344.4,157.6,651,1235,
547,1400000US42095018200,"Census Tract 182, Northampton County, Pennsylvania",0,0,0,14,0,10,0,0,66,18,0,0,172,0,0,0,26,13,0,0,0,0,0,74,59,224,39,0,0,12,26,0,0,0,48,34,16,49,110.5,153.9,41.6,198,504,
548,1400000US42095018300,"Census Tract 183, Northampton County, Pennsylvania",21,6,5,11,13,14,0,0,47,54,18,9,237,16,0,12,21,0,6,0,0,52,56,28,46,301,34,10,0,0,8,3,0,0,43,60,52,91,146.5,209.5,136,244,736,
549,1400000US42097080100,"Census Tract 801, Northumberland County, Pennsylvania",42,10,33,16,3,8,0,16,30,54,23,29,352,7,15,49,25,10,9,5,13,90,74,38,17,361,6,15,21,25,10,12,3,14,84,93,48,30,275.5,339.7,176.8,185,977,
550,1400000US42097080200,"Census Tract 802, Northumberland County, Pennsylvania",9,16,29,0,50,15,24,12,203,69,0,19,501,0,50,0,3,84,0,0,6,208,75,40,35,599,0,70,0,26,60,0,0,34,214,86,38,71,300,859,184,203,1546,
551,1400000US42097080300,"Census Tract 803, Northumberland County, Pennsylvania",82,0,25,35,15,35,0,0,38,85,60,12,380,46,0,0,34,36,32,0,70,110,14,0,38,749,31,26,118,16,75,0,0,73,115,118,76,101,476,579.4,173.6,287,1516,
552,1400000US42097080400,"Census Tract 804, Northumberland County, Pennsylvania",9,24,13,10,44,15,0,3,12,41,0,4,183,4,11,0,10,17,23,0,11,53,47,0,7,158,15,5,0,5,36,6,0,0,27,37,8,19,154.5,223.5,100,38,516,
553,1400000US42097080500,"Census Tract 805, Northumberland County, Pennsylvania",33,24,0,0,0,0,0,0,6,41,22,66,273,0,68,0,0,6,11,12,0,33,85,11,47,170,0,6,0,0,0,12,0,0,110,0,20,22,134,212.2,100.8,188,635,
648,1400000US42097080600,"Census Tract 806, Northumberland County, Pennsylvania",13,29,0,26,56,11,0,0,33,21,17,25,373,0,44,0,31,35,27,0,0,49,60,78,49,193,12,21,0,16,0,35,14,0,7,21,42,25,237.5,241.9,81.6,236,797,
649,1400000US42097080700,"Census Tract 807, Northumberland County, Pennsylvania",7,0,0,54,0,0,0,0,43,29,23,60,340,29,0,0,50,29,0,0,9,61,19,63,80,244,15,0,0,4,17,17,0,11,38,66,11,65,182,224.8,91.2,302,800,
650,1400000US42097080800,"Census Tract 808, Northumberland County, Pennsylvania",0,0,8,0,5,97,2,3,58,34,79,57,553,0,0,5,0,5,89,0,38,109,53,167,87,537,47,5,0,55,91,4,14,25,73,44,53,126,170.5,588.7,104.8,569,1433,
651,1400000US42097080900,"Census Tract 809, Northumberland County, Pennsylvania",7,0,0,2,13,11,0,4,115,3,11,14,165,15,0,0,32,19,6,0,0,44,10,39,0,127,9,41,0,14,6,0,2,0,23,7,10,15,139,228,16,89,472,
652,1400000US42097081000,"Census Tract 810, Northumberland County, Pennsylvania",37,0,0,28,0,29,12,16,40,17,12,0,231,50,0,10,12,0,26,22,20,29,17,36,9,124,23,0,0,14,0,0,55,7,10,5,0,10,174,273.8,31.2,67,546,
653,1400000US42097081100,"Census Tract 811, Northumberland County, Pennsylvania",0,8,69,0,0,30,0,0,0,0,53,0,134,0,0,16,28,0,4,0,38,0,29,8,11,118,0,8,0,0,16,9,0,0,15,16,24,30,137,113,36,126,412,
654,1400000US42097081200,"Census Tract 812, Northumberland County, Pennsylvania",36,0,15,13,7,70,9,0,17,8,14,0,137,7,0,0,6,6,16,28,0,10,48,6,10,200,0,10,11,0,7,55,11,0,0,38,9,59,108,244.8,75.2,98,526,
655,1400000US42097081300,"Census Tract 813, Northumberland County, Pennsylvania",100,7,0,81,21,0,0,81,20,0,10,0,73,23,7,10,15,0,0,0,0,0,0,18,0,80,0,21,14,10,8,0,0,0,20,7,0,0,302.5,136.9,5.6,28,473,
692,1400000US42097081400,"Census Tract 814, Northumberland County, Pennsylvania",21,0,0,4,0,5,0,0,39,16,12,0,165,0,0,0,10,0,5,0,0,91,45,10,4,74,20,4,13,6,0,5,6,0,10,6,0,4,78,174.4,53.6,30,336,
693,1400000US42097081500,"Census Tract 815, Northumberland County, Pennsylvania",111,0,0,0,0,0,16,0,12,14,11,19,102,53,0,9,0,0,0,0,0,0,30,10,0,101,17,0,21,20,0,0,24,0,0,9,10,0,231,62.6,42.4,50,386,
694,1400000US42097081600,"Census Tract 816, Northumberland County, Pennsylvania",32,0,19,105,0,12,0,0,66,0,0,0,179,31,0,0,35,29,23,0,0,61,0,0,0,310,30,22,0,77,22,25,0,0,80,18,29,7,376.5,296.1,14.4,36,723,
695,1400000US42097081700,"Census Tract 817, Northumberland County, Pennsylvania",105,17,0,13,9,0,0,0,16,0,0,0,224,70,17,15,0,18,9,0,0,49,17,0,29,296,64,0,0,0,27,15,0,0,73,39,61,17,328,200.2,44.8,107,680,
696,1400000US42097081800,"Census Tract 818, Northumberland County, Pennsylvania",17,0,4,44,6,17,25,0,51,30,14,4,265,73,0,14,49,12,14,9,2,38,25,14,15,157,20,3,24,0,4,6,1,1,44,22,18,14,259,234.4,61.6,79,634,
697,1400000US42097081900,"Census Tract 819, Northumberland County, Pennsylvania",6,0,0,5,15,16,13,4,79,77,30,41,304,8,8,0,13,0,21,12,0,75,91,32,44,356,10,18,0,15,21,0,13,0,53,98,56,72,101,357.2,212.8,275,946,
698,1400000US42097082000,"Census Tract 820, Northumberland County, Pennsylvania",117,25,7,0,0,30,0,0,110,47,9,12,179,28,13,0,0,21,8,0,0,69,31,9,0,144,16,0,0,0,31,44,0,0,27,6,6,14,232,330.8,67.2,50,680,
699,1400000US42097082100,"Census Tract 821, Northumberland County, Pennsylvania",26,0,11,23,23,24,0,0,17,32,7,0,153,0,17,5,64,6,17,7,13,8,8,0,8,162,0,11,0,34,29,4,0,7,19,43,7,8,220,161.6,66.4,30,478,
700,1400000US42097082200,"Census Tract 822, Northumberland County, Pennsylvania",42,0,35,39,40,36,0,6,11,15,0,0,308,40,0,47,4,72,39,0,0,82,24,0,0,260,41,8,15,51,0,47,0,0,41,42,0,15,378,334.2,64.8,15,792,
701,1400000US42097082300,"Census Tract 823, Northumberland County, Pennsylvania",11,16,26,27,38,17,1,9,82,50,15,17,322,5,4,33,13,19,17,10,6,79,59,37,40,339,7,0,32,5,22,16,2,13,95,67,48,32,218.5,421.7,140.8,189,970,
702,1400000US42097082400,"Census Tract 824, Northumberland County, Pennsylvania",65,0,0,0,5,0,0,0,0,28,26,12,161,54,15,17,0,6,0,0,0,0,25,24,20,123,9,19,35,0,0,0,0,0,10,28,11,11,219.5,31.7,64.8,104,420,
1227,1400000US42099030100,"Census Tract 301, Perry County, Pennsylvania",24,16,0,0,3,14,9,13,38,89,25,28,383,28,27,8,2,29,35,2,7,52,103,47,43,493,11,9,0,25,30,27,5,3,109,122,65,87,181,407.8,251.2,295,1135,
703,1400000US42099030201,"Census Tract 302.01, Perry County, Pennsylvania",21,0,14,0,2,8,3,4,18,20,22,22,193,47,0,13,8,2,2,0,11,34,31,19,26,165,5,0,5,0,13,3,0,9,44,49,15,22,121.5,164.5,80,126,492,
704,1400000US42099030202,"Census Tract 302.02, Perry County, Pennsylvania",23,10,23,24,28,10,9,13,30,57,22,12,340,25,10,16,24,85,16,9,0,55,53,23,24,270,0,19,9,23,22,6,4,0,48,74,38,27,273.5,304.3,147.2,146,871,
1226,1400000US42099030301,"Census Tract 303.01, Perry County, Pennsylvania",29,3,0,3,25,48,0,36,64,91,18,37,331,15,0,3,41,29,4,0,30,88,30,49,42,265,3,3,3,33,14,7,0,10,86,42,27,37,170,439.6,130.4,210,950,
1225,1400000US42099030302,"Census Tract 303.02, Perry County, Pennsylvania",0,39,0,10,0,0,0,0,75,74,15,48,386,3,74,7,39,0,5,0,0,58,95,44,61,344,4,0,8,11,22,10,21,0,42,81,51,94,206,272,200,313,991,
1222,1400000US42099030400,"Census Tract 304, Perry County, Pennsylvania",27,5,4,40,24,23,10,0,78,80,0,27,321,17,5,11,59,12,35,5,0,30,65,22,60,265,2,9,0,24,4,14,0,0,72,45,47,48,223,325,152,204,904,
1223,1400000US42099030501,"Census Tract 305.01, Perry County, Pennsylvania",62,16,16,0,22,0,40,26,22,112,72,55,237,0,0,0,0,0,0,0,0,59,16,98,64,282,0,0,0,0,58,0,17,0,74,16,52,65,134,306.8,115.2,406,962,
1224,1400000US42099030502,"Census Tract 305.02, Perry County, Pennsylvania",0,4,8,36,59,17,4,27,125,42,38,43,406,0,16,8,54,44,13,3,26,140,53,19,30,454,5,0,0,46,13,2,26,23,130,71,38,100,235,627.2,132.8,268,1263,
1221,1400000US42099030601,"Census Tract 306.01, Perry County, Pennsylvania",12,0,37,58,68,22,22,15,99,25,20,41,403,20,0,39,41,52,51,15,9,117,15,19,25,465,1,0,9,36,37,102,35,9,114,78,5,39,331.5,712.1,94.4,149,1287,
1220,1400000US42099030602,"Census Tract 306.02, Perry County, Pennsylvania",8,10,35,30,27,12,13,4,70,16,14,6,318,16,2,48,17,59,16,20,6,62,47,20,5,319,3,3,13,11,61,35,10,14,65,37,53,14,269.5,420.5,80,112,882,
1079,1400000US42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,113,73,55,0,0,0,0,0,0,0,0,17,18,0,20,19,0,0,0,0,0,0,0,0,0,19,0,0,0,24.4,29.6,206,260,
712,1400000US42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,13,0,0,0,0,111,77,0,0,0,0,0,0,0,0,0,0,14,63,24,0,0,0,0,0,0,0,0,0,0,13,11,0,13,0,212,225,
713,1400000US42101001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,128,134,0,0,0,0,0,28,0,0,0,0,0,106,145,0,0,0,0,0,0,0,0,0,0,0,145,0,28,0,379,407,
1093,1400000US42101010000,"Census Tract 100, Philadelphia County, Pennsylvania",14,0,95,57,47,0,24,31,77,63,15,0,569,53,41,74,49,21,0,20,0,92,163,0,56,389,73,59,11,123,0,50,0,0,19,39,0,15,683,400,212,86,1381,
1094,1400000US42101010100,"Census Tract 101, Philadelphia County, Pennsylvania",220,0,0,0,77,595,0,0,34,0,73,0,515,204,34,51,0,95,0,0,0,58,35,38,0,391,25,31,0,90,31,0,100,0,16,0,0,98,756.5,911.5,28,209,1905,
21,1400000US42101010200,"Census Tract 102, Philadelphia County, Pennsylvania",69,0,24,0,0,37,0,0,62,0,0,0,299,34,48,82,37,49,0,0,23,26,0,0,0,434,9,0,109,124,18,0,0,0,102,72,0,0,569.5,297.9,57.6,0,925,
1966,1400000US42101010300,"Census Tract 103, Philadelphia County, Pennsylvania",290,0,0,26,0,51,0,0,57,39,60,0,95,23,15,0,0,0,0,0,0,49,8,0,0,293,6,14,21,0,0,38,0,26,117,8,63,0,395,349,44,123,911,
236,1400000US42101010400,"Census Tract 104, Philadelphia County, Pennsylvania",120,75,45,32,0,85,0,0,0,0,33,0,354,277,11,0,0,12,0,29,0,0,11,14,0,327,117,39,9,73,10,37,0,0,0,20,13,9,809,168.2,24.8,69,1071,
1967,1400000US42101010500,"Census Tract 105, Philadelphia County, Pennsylvania",133,32,56,0,38,0,25,26,0,0,11,0,465,144,76,33,0,44,0,25,33,100,0,10,0,489,202,109,25,0,39,0,0,21,34,18,24,17,870.5,328.1,14.4,62,1275,
5,1400000US42101010600,"Census Tract 106, Philadelphia County, Pennsylvania",62,0,28,67,6,0,0,0,11,0,0,0,127,35,0,17,30,24,0,0,0,0,15,0,6,106,23,12,27,21,13,0,0,0,0,0,0,10,343.5,35.5,12,16,407,
2818,1400000US42101010700,"Census Tract 107, Philadelphia County, Pennsylvania",255,33,0,14,41,0,0,0,63,26,9,0,430,86,29,30,58,28,7,27,0,154,11,0,0,318,115,0,26,33,25,0,0,19,100,0,0,0,726,424.4,29.6,9,1189,
1014,1400000US42101010800,"Census Tract 108, Philadelphia County, Pennsylvania",150,110,8,34,11,72,0,0,46,14,0,0,462,157,86,57,40,0,55,0,0,28,13,0,26,344,152,84,10,43,0,33,0,6,0,16,0,0,936.5,254.1,34.4,26,1251,
22,1400000US42101010900,"Census Tract 109, Philadelphia County, Pennsylvania",114,101,11,39,20,0,20,0,17,0,9,0,302,159,25,19,74,0,0,10,0,15,0,0,0,145,73,0,21,9,0,13,9,0,18,0,2,0,655,112,0,11,778,
714,1400000US42101001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,27,0,79,68,20,0,0,0,0,0,0,0,0,22,0,26,16,3,0,0,0,0,0,0,0,0,0,0,13,23,9.8,39.2,118,190,
715,1400000US42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,9,20,37,64,0,29,0,0,0,0,0,0,0,0,0,35,90,0,9,0,0,0,0,0,33,0,15,0,33,38,37.8,19.2,125,220,
2906,1400000US42101011000,"Census Tract 110, Philadelphia County, Pennsylvania",156,0,160,27,0,44,0,15,0,0,22,0,392,141,31,116,52,0,20,32,0,0,0,0,0,489,222,0,89,62,0,19,28,0,0,69,0,0,1056,171.8,55.2,22,1305,
3166,1400000US42101011100,"Census Tract 111, Philadelphia County, Pennsylvania",37,53,73,52,27,30,0,0,79,0,0,32,318,32,48,66,44,12,0,21,0,76,0,19,0,213,115,0,15,22,24,0,0,0,19,0,0,18,588.5,256.5,0,69,914,
3053,1400000US42101011200,"Census Tract 112, Philadelphia County, Pennsylvania",178,0,123,0,0,0,0,0,103,0,0,63,712,96,190,178,0,77,0,0,0,77,94,0,0,757,125,106,139,0,25,151,0,0,37,0,89,85,1186,437.8,75.2,237,1936,
2825,1400000US42101011300,"Census Tract 113, Philadelphia County, Pennsylvania",27,24,49,0,118,75,0,0,60,133,0,0,236,70,0,0,29,13,49,0,0,53,22,0,0,272,38,21,88,55,0,20,0,0,10,21,19,0,466.5,367.7,140.8,19,994,
2826,1400000US42101011400,"Census Tract 114, Philadelphia County, Pennsylvania",0,0,42,50,0,0,0,106,118,0,22,28,356,0,63,18,45,0,47,0,0,127,56,0,0,698,120,0,0,74,0,33,0,0,36,0,21,414,412,478.2,44.8,485,1420,
890,1400000US42101011500,"Census Tract 115, Philadelphia County, Pennsylvania",64,0,54,0,0,0,35,36,77,66,27,0,533,59,13,49,0,56,0,52,72,115,33,57,27,348,48,73,44,0,63,11,0,0,72,0,0,37,463.5,549.3,79.2,148,1240,
2827,1400000US42101011700,"Census Tract 117, Philadelphia County, Pennsylvania",0,0,22,0,0,0,0,0,0,0,0,7,51,0,12,39,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,0,0,0,0,0,9,6,92,0,0,22,114,
1004,1400000US42101011800,"Census Tract 118, Philadelphia County, Pennsylvania",0,0,0,0,47,0,0,24,101,119,0,0,389,94,96,0,43,48,0,0,21,67,20,0,0,143,19,0,0,0,0,20,24,0,46,18,0,16,299.5,381.9,125.6,16,823,
1005,1400000US42101011900,"Census Tract 119, Philadelphia County, Pennsylvania",283,0,0,0,26,0,0,94,0,94,15,55,243,73,19,24,18,0,42,0,0,33,21,13,0,227,59,29,0,8,0,19,0,26,75,0,11,0,526,325,92,94,1037,
716,1400000US42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,15,0,21,411,21,0,0,0,0,0,0,0,0,0,0,0,21,176,0,0,0,0,0,0,0,0,0,0,0,176,0,15,0,629,644,
717,1400000US42101001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",0,0,0,43,0,0,0,0,0,46,0,132,167,0,0,0,0,0,0,0,0,15,20,0,132,112,0,0,0,0,0,0,0,0,0,0,0,112,43,28.2,52.8,376,500,
891,1400000US42101012000,"Census Tract 120, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,17,29,16,10,114,0,11,0,0,0,0,0,0,56,26,0,21,54,0,10,0,12,0,0,0,0,0,14,0,18,33,86.8,55.2,65,240,
892,1400000US42101012100,"Census Tract 121, Philadelphia County, Pennsylvania",72,37,0,0,0,37,0,0,39,38,25,58,83,0,33,0,0,0,0,0,16,34,0,0,0,185,52,13,0,0,12,0,10,15,74,9,0,0,213,240.4,37.6,83,574,
1328,1400000US42101012201,"Census Tract 122.01, Philadelphia County, Pennsylvania",32,0,0,0,40,0,0,0,0,15,0,7,111,0,70,0,0,0,0,0,0,41,0,0,0,174,18,0,0,61,0,0,0,0,14,0,0,81,201,78,12,88,379,
1329,1400000US42101012203,"Census Tract 122.03, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1330,1400000US42101012204,"Census Tract 122.04, Philadelphia County, Pennsylvania",53,0,0,0,20,10,0,0,36,11,35,38,189,13,29,0,0,0,5,0,34,28,0,12,68,213,0,0,34,0,0,10,0,0,27,21,0,121,139,166.4,25.6,274,605,
232,1400000US42101012500,"Census Tract 125, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,79,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,18,0,19,0,82.6,14.4,115,212,
1080,1400000US42101001300,"Census Tract 13, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,48,22,45,531,170,0,0,0,0,0,0,0,0,21,0,38,111,109,0,0,0,80,0,0,0,0,0,0,0,29,80,73.4,17.6,754,925,
2828,1400000US42101013100,"Census Tract 131, Philadelphia County, Pennsylvania",35,42,17,0,13,0,0,0,0,0,10,8,92,62,0,0,0,6,0,0,0,8,0,0,16,120,68,0,0,0,6,0,0,0,12,0,0,34,236.5,32.5,0,68,337,
237,1400000US42101013200,"Census Tract 132, Philadelphia County, Pennsylvania",25,6,0,45,15,0,0,32,13,0,51,0,217,108,10,0,40,34,0,0,13,0,12,0,0,162,51,15,0,71,13,0,0,12,0,0,0,0,402,103.4,9.6,51,566,
2819,1400000US42101013300,"Census Tract 133, Philadelphia County, Pennsylvania",40,16,79,23,0,0,0,0,0,10,0,109,83,38,0,23,0,0,0,0,0,0,0,0,22,158,112,18,0,0,0,0,0,0,8,0,0,20,349,10,8,151,518,
1331,1400000US42101013401,"Census Tract 134.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,10,0,21,104,23,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,156,166,
1332,1400000US42101013402,"Census Tract 134.02, Philadelphia County, Pennsylvania",0,0,0,16,0,0,0,0,20,0,0,71,58,0,0,0,0,0,0,0,0,0,0,0,58,102,0,0,0,0,10,0,0,0,14,16,24,38,21,42.2,12.8,191,267,
2820,1400000US42101013500,"Census Tract 135, Philadelphia County, Pennsylvania",0,7,0,0,0,0,25,0,129,25,23,151,211,0,0,68,7,0,0,0,0,8,0,63,65,100,5,23,30,0,0,26,0,0,0,0,0,16,140,193,20,318,671,
1333,1400000US42101013601,"Census Tract 136.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,14,11,23,86,85,0,0,0,0,0,0,0,0,0,0,22,63,100,0,0,0,0,11,0,0,0,0,0,0,89,5.5,21.7,8.8,283,319,
1334,1400000US42101013602,"Census Tract 136.02, Philadelphia County, Pennsylvania",0,0,0,22,0,0,0,0,27,0,24,209,145,10,0,0,37,0,0,0,0,14,32,4,48,205,8,23,0,0,0,24,0,65,0,21,43,21,100,140.6,42.4,349,632,
889,1400000US42101013700,"Census Tract 137, Philadelphia County, Pennsylvania",74,18,0,0,0,0,0,0,0,0,0,110,343,78,48,46,0,0,75,53,0,0,0,0,43,392,128,36,0,0,0,0,49,0,0,22,120,37,428,181.4,17.6,310,937,
2829,1400000US42101013800,"Census Tract 138, Philadelphia County, Pennsylvania",0,0,0,0,15,0,0,0,0,0,13,9,195,16,34,37,17,30,0,24,9,28,0,0,0,129,16,16,26,31,0,0,21,8,11,0,0,0,215.5,123.5,0,22,361,
1006,1400000US42101013900,"Census Tract 139, Philadelphia County, Pennsylvania",43,0,50,0,0,0,0,0,26,16,18,11,115,43,0,35,0,0,12,0,0,11,11,3,0,96,43,0,0,0,0,0,13,0,9,14,17,0,214,79.2,32.8,49,375,
342,1400000US42101001400,"Census Tract 14, Philadelphia County, Pennsylvania",0,0,6,0,0,0,0,0,0,10,53,216,89,0,0,0,0,0,0,0,0,34,10,0,45,62,0,0,0,0,0,0,0,0,62,0,0,0,6,100,16,314,436,
2510,1400000US42101014000,"Census Tract 140, Philadelphia County, Pennsylvania",98,48,0,0,11,0,26,0,28,12,0,0,251,30,72,78,0,0,0,0,0,43,23,5,0,214,86,23,0,0,41,0,12,0,29,23,0,0,461,175.6,46.4,5,688,
2511,1400000US42101014100,"Census Tract 141, Philadelphia County, Pennsylvania",0,11,45,28,90,0,0,41,47,0,0,0,120,77,11,21,0,11,0,0,0,0,0,0,0,74,0,0,0,8,57,0,0,9,0,0,0,0,280,176,0,0,456,
23,1400000US42101014200,"Census Tract 142, Philadelphia County, Pennsylvania",40,0,0,0,0,56,0,0,93,28,0,77,144,0,0,0,0,0,0,0,0,19,0,0,125,54,0,0,0,0,0,0,0,0,38,0,0,16,40,211.6,22.4,218,492,
2821,1400000US42101014300,"Census Tract 143, Philadelphia County, Pennsylvania",28,0,0,0,0,0,0,0,5,0,10,62,37,0,0,0,0,0,5,0,0,14,0,0,18,37,5,0,0,0,0,0,0,0,13,0,0,19,33,37,0,109,179,
2512,1400000US42101014400,"Census Tract 144, Philadelphia County, Pennsylvania",84,26,44,0,0,0,0,0,0,0,6,48,261,26,69,47,29,34,37,0,0,0,0,9,10,247,24,33,13,62,34,18,0,10,0,0,10,43,491,99,0,126,716,
1015,1400000US42101014500,"Census Tract 145, Philadelphia County, Pennsylvania",22,35,30,0,0,38,0,0,7,29,0,0,132,20,5,36,14,0,16,0,0,15,0,21,5,197,87,9,19,0,0,36,0,0,0,21,17,8,277,122,40,51,490,
2822,1400000US42101014600,"Census Tract 146, Philadelphia County, Pennsylvania",42,47,0,0,0,0,0,0,62,0,0,0,148,37,14,0,16,50,0,0,0,14,0,0,17,185,15,0,0,15,48,25,0,0,68,0,0,14,235,218,0,31,484,
