idx,general,pediatric,specialist,hygienist_for_general,hygienist_for_pediatric,Address,ZIP,City,State,Latitude,Longitude,CensusCountyFips,CensusStateFips,County,med_indicator,chip_indicator
2225,0,0,1,0,0,"6770 N. SUNRISE BLVD,APT #317",85305,GLENDALE,AZ,33.533796,-112.26080929999999,13,4,Maricopa County,0,0
2226,1,0,0,2,0,"6770 NORTH SUNRISE BLVD,UNIT #317",85305,GLENDALE,AZ,33.533796,-112.26080929999999,13,4,Maricopa County,0,0
2227,1,0,0,2,0,678 S. PARKCREST STREET,85296,GILBERT,AZ,33.338173600000005,-111.73537560000001,13,4,Maricopa County,0,0
2228,1,0,0,2,0,"6795 E. CALLE LA PAZ,UNIT 5207",85715,TUCSON,AZ,32.2451271,-110.8473788,19,4,Pima County,0,0
2229,1,0,0,2,0,680 GAIL GARDNER WAY,86305,PRESCOTT,AZ,34.55294620000001,-112.4868315,25,4,Yavapai County,0,0
2230,1,0,0,2,0,6807 E. THOMAS RD.,85251,SCOTTSDALE,AZ,33.4800322,-111.93429760000001,13,4,Maricopa County,0,0
2231,1,0,0,2,0,6811 E. MAIN ST. APT#3016,85251,SCOTTSDALE,AZ,33.4921163,-111.93284990000001,13,4,Maricopa County,0,0
2232,0,0,1,0,0,6815 E. THOMAS RD.,85251,SCOTTSDALE,AZ,33.480036199999994,-111.9338838,13,4,Maricopa County,0,0
2233,1,0,1,2,0,6815 E. WILDCAT DR.,85266,SCOTTSDALE,AZ,33.7661036,-111.9340062,13,4,Maricopa County,0,0
2234,0,0,1,0,0,6817 W EVERGREEN TER,85383,PEORIA,AZ,33.748823,-112.20571059999999,13,4,Maricopa County,0,0
2235,1,0,0,2,0,6819 E. WINCHCOMB DR.,85254,SCOTTSDALE,AZ,33.6160352,-111.93366850000001,13,4,Maricopa County,0,0
2236,1,0,0,2,0,6824 E. INGRAM CIRCLE,85207,MESA,AZ,33.4475586,-111.6832256,13,4,Maricopa County,0,0
2237,1,0,0,2,0,"6828 E BROWN RD,SUITE 100",85207,MESA,AZ,33.438325899999995,-111.68296229999999,13,4,Maricopa County,0,0
2238,1,0,0,2,0,6828 E. BROADWAY,85710,TUCSON,AZ,32.220556099999996,-110.846488,19,4,Pima County,0,0
2239,1,0,0,2,0,6830 E. CHENEY DR,85253,PARADISE VALLEY,AZ,33.5462087,-111.934046,13,4,Maricopa County,0,0
2240,0,0,1,0,0,"6835 E. CAMELBACK RD,UNIT 9020",85251,SCOTTSDALE,AZ,33.501643300000005,-111.93361750000001,13,4,Maricopa County,0,0
2241,1,0,0,2,0,6852 E BROWN RD,85207,MESA,AZ,33.4372311,-111.6822743,13,4,Maricopa County,0,0
2242,1,0,0,2,0,6855 EAST CAMELBACK ROAD #2010,85251,SCOTTSDALE,AZ,33.5009452,-111.93343529999999,13,4,Maricopa County,0,0
2243,1,0,0,2,0,6858 E. BRONCO DR,85253,PARADISE VALLEY,AZ,33.550767,-111.93327839999999,13,4,Maricopa County,0,0
2244,1,0,0,2,0,"6865 E BECKER LANE,SUITE 100",85254,SCOTTSDALE,AZ,33.583077100000004,-111.9341773,13,4,Maricopa County,0,0
2245,1,0,0,2,0,6868 E BECKER LANE SUITE 102,85254,SCOTTSDALE,AZ,33.583786700000005,-111.93415870000001,13,4,Maricopa County,0,0
2246,0,0,1,0,0,6868 E BECKER LANE,85254,SCOTTSDALE,AZ,33.583786700000005,-111.93415870000001,13,4,Maricopa County,0,0
2247,1,0,0,2,0,"6868 E. BECKER LANE, STE 101",85254,SCOTTSDALE,AZ,33.583786700000005,-111.93415870000001,13,4,Maricopa County,0,0
2248,1,0,0,2,0,"6868 E. BECKER LN., STE 101",85254,SCOTTSDALE,AZ,33.583786700000005,-111.93415870000001,13,4,Maricopa County,0,0
2249,1,0,0,2,0,"6868 E. BECKER LN., SUITE 101",85254,SCOTTSDALE,AZ,33.583786700000005,-111.93415870000001,13,4,Maricopa County,0,0
2250,1,0,0,2,0,"6875 E CAMELBACK RD, APT #3003",85251,SCOTTSDALE,AZ,33.5005966,-111.93358880000001,13,4,Maricopa County,0,0
2251,1,0,0,2,0,6880 N HIGH GROVE,85643,WILLCOX,AZ,32.40374398,-109.96366100000002,3,4,Cochise County,0,0
2252,1,0,0,2,0,"690 E. WARNER RD., STE 102",85296,GILBERT,AZ,33.3367499,-111.7752064,13,4,Maricopa County,0,0
2253,1,0,0,2,0,"6900 E PRINCESS DR,UNIT 2224",85054,PHOENIX,AZ,33.648959999999995,-111.93287140000001,13,4,Maricopa County,0,0
2254,1,0,0,2,0,6900 E. HWY 60 SUITE 110,85118,GOLD CANYON,AZ,33.361541700000004,-111.47080759999999,21,4,Pinal County,0,0
2255,1,0,0,2,0,"6904 E. CHAUNCEY LANE, #1181",85054,PHOENIX,AZ,33.67310223,-111.9461365,13,4,Maricopa County,0,0
2256,1,0,0,2,0,6905 S. SAPPHIRE WAY,85249,CHANDLER,AZ,33.2062351,-111.755753,13,4,Maricopa County,0,0
2257,1,0,0,2,0,6910 N. NANINI DR.,85704,TUCSON,AZ,32.3332523,-110.974506,19,4,Pima County,0,0
2258,1,0,0,2,0,6911 W. EMILEZOLA AVE,85381,PEORIA,AZ,33.607136,-112.20709609999999,13,4,Maricopa County,0,0
2259,1,0,0,2,0,6916 E. TRAILRIDGE CIRCLE,85207,MESA,AZ,33.488870500000004,-111.68102830000001,13,4,Maricopa County,0,0
2260,1,0,0,2,0,6920 E SHEA BLVD #101,85254,SCOTTSDALE,AZ,33.5826365,-111.93161880000001,13,4,Maricopa County,0,0
2261,2,0,0,4,0,"6920 E SHEA BLVD., STE-201",85254,SCOTTSDALE,AZ,33.5826365,-111.93161880000001,13,4,Maricopa County,0,0
2262,1,0,0,2,0,"6930 E CHAUNCEY LANE,SUITE 110",85054,PHOENIX,AZ,33.6529345,-111.93145349999999,13,4,Maricopa County,0,0
2263,1,0,0,2,0,6930 W VIA DEL SOL DRIVE,85310,GLENDALE,AZ,33.68271454,-112.2089157,13,4,Maricopa County,0,0
2264,0,0,1,0,0,6936 E. PERSHING AVE,85254,SCOTTSDALE,AZ,33.6067869,-111.93053950000001,13,4,Maricopa County,0,0
2265,1,0,0,2,0,6940 E COCHISE RD #1021,85253,PARADISE VALLEY,AZ,33.5807441,-111.9311697,13,4,Maricopa County,0,0
2266,1,0,0,2,0,6945 E SAGUARO DR A-3,85254,SCOTTSDALE,AZ,33.615055299999995,-111.95193770000002,13,4,Maricopa County,0,0
2267,0,0,1,0,0,6945 E SAHUARO DR 101,85254,SCOTTSDALE,AZ,33.583850700000006,-111.9318605,13,4,Maricopa County,0,0
2268,1,0,0,2,0,6945 E. CHENEY DR,85253,PARADISE VALLEY,AZ,33.545286499999996,-111.9305582,13,4,Maricopa County,0,0
2269,1,0,0,2,0,"6945 E. SAHUARO DR.,SUITE 120",85254,SCOTTSDALE,AZ,33.583850700000006,-111.9318605,13,4,Maricopa County,0,0
2270,1,0,0,2,0,6975 E PRINCESS DR #3049,85054,PHOENIX,AZ,33.64769443,-111.93075870000001,13,4,Maricopa County,0,0
2271,1,0,0,2,0,"6975 E PRINCESS DRIVE,APT 3179",85054,PHOENIX,AZ,33.64769443,-111.93075870000001,13,4,Maricopa County,0,0
2272,1,0,0,2,0,6975 E. PRINCESS DR #3049,85054,PHOENIX,AZ,33.64769443,-111.93075870000001,13,4,Maricopa County,0,0
2273,1,0,0,2,0,"6980 E SAHUARO DR,APT 1067",85254,SCOTTDALE,AZ,33.5852848,-111.93142340000001,13,4,Maricopa County,0,0
2274,1,0,0,2,0,"6980 E SAHUARO DR,APT 2116",85254,SCOTTSDALE,AZ,33.5852848,-111.93142340000001,13,4,Maricopa County,0,0
2275,1,0,0,2,0,"6980 E. SAHUARO DR.,APT. 2116",85254,SCOTTSDALE,AZ,33.5852848,-111.93142340000001,13,4,Maricopa County,0,0
2276,1,0,0,2,0,6980 W. QUAIL AVE.,85308,GLENDALE,AZ,33.6778754,-112.2093152,13,4,Maricopa County,0,0
2277,1,0,0,2,0,700 N DOBSON RD #16,85224,CHANDLER,AZ,33.3139661,-111.8775442,13,4,Maricopa County,0,0
2278,1,0,0,2,0,"700 N ESTRELLA PARKWAY,SUITE 100",85338,GOODYEAR,AZ,33.454330600000006,-112.39460120000001,13,4,Maricopa County,0,0
2279,1,0,0,2,0,"700 N. ESTRELLA PARKWAY, SUITE #100",85338,GOODYEAR,AZ,33.454330600000006,-112.39460120000001,13,4,Maricopa County,0,0
2280,0,1,0,0,2,700 N. ITHICA ST.,85233,GILBERT,AZ,33.3616295,-111.8317014,13,4,Maricopa County,0,0
2281,1,0,0,2,0,"7000 N 16TH ST,SUITE 120  #234",85020,PHOENIX,AZ,33.5389287,-112.04807759999998,13,4,Maricopa County,0,0
2282,1,0,0,2,0,7001 E. CABALLO CIRCLE,85253,PARADISE VALLEY,AZ,33.56243102,-111.928715,13,4,Maricopa County,0,0
2283,1,0,0,2,0,701 E WILCOX DR,85635,SIERRA VISTA,AZ,31.55239519,-110.2924199,3,4,Cochise County,0,0
2284,1,0,0,2,0,701 HILLSIDE AVE.,86301,PRESCOTT,AZ,34.5530526,-112.4777101,25,4,Yavapai County,0,0
2285,1,0,0,2,0,701 W. HACKBERRY DR.,85248,CHANDLER,AZ,33.2572909,-111.8520806,13,4,Maricopa County,0,0
2286,1,0,0,2,0,701 W. JEFFERSON,85007,PHOENIX,AZ,33.4465439,-112.08309059999999,13,4,Maricopa County,0,0
2287,0,0,1,0,0,"7010 E CHAUNCEY LANE,SUITE 140",85054,PHOENIX,AZ,33.6519424,-111.9299554,13,4,Maricopa County,0,0
2288,1,0,0,2,0,"7010 E CHAUNCEY LANE,SUITE 245",85054,PHOENIX,AZ,33.6519424,-111.9299554,13,4,Maricopa County,0,0
2289,1,0,0,2,0,7014 E SIERRA VISTA RD,85331,CAVE CREEK,AZ,33.877937200000005,-111.92977749999999,13,4,Maricopa County,0,0
2290,1,0,0,2,0,702 E BELL RD  #110,85022,PHOENIX,AZ,33.64038429,-112.06543529999999,13,4,Maricopa County,0,0
2291,1,0,0,2,0,"702 E BELL RD,SUITE 100",85022,PHOENIX,AZ,33.64038429,-112.06543529999999,13,4,Maricopa County,0,0
2292,1,0,0,2,0,"702 E. BELL RD., STE 118",85022,PHOENIX,AZ,33.64038429,-112.06543529999999,13,4,Maricopa County,0,0
2293,1,0,0,2,0,7032 E COCHISE RD,85253,SCOTTSDALE,AZ,33.5809235,-111.9293572,13,4,Maricopa County,0,0
2294,1,0,0,2,0,"7032 E. COCHISE DRIVE,SUITE 110",85253,SCOTTSDALE,AZ,33.5809235,-111.9293572,13,4,Maricopa County,0,0
2295,0,0,2,0,0,"7032 E. COCHISE, A-220",85253,SCOTTSDALE,AZ,33.5809235,-111.9293572,13,4,Maricopa County,0,0
2296,1,0,0,2,0,7054 E. COCHISE RD STE B-215,85253,SCOTTSDALE,AZ,33.5050384,-111.9101368,13,4,Maricopa County,0,0
2297,1,0,0,2,0,7054 E. COCHISE RD. B115,85253,SCOTTSDALE,AZ,33.5050384,-111.9101368,13,4,Maricopa County,0,0
2298,0,0,1,0,0,"7054 E. COCHISE, SUITE B-115",85253,SCOTTSDALE,AZ,33.5050384,-111.9101368,13,4,Maricopa County,0,0
2299,1,0,0,2,0,7067 E. TANQUE VERDE RD.,85715,TUCSON,AZ,32.25077576,-110.8414368,19,4,Pima County,0,0
2300,1,0,0,2,0,71 INVERNESS DR,85737,ORO VALLEY,AZ,32.3909429,-110.96925130000001,19,4,Pima County,0,0
2301,1,0,0,2,0,710 N BEAVER ST #5,86001,FLAGSTAFF,AZ,35.2047869,-111.6465388,5,4,Coconino County,0,0
2302,1,0,0,2,0,"710 N. BEAVER ST,BLDG #2",86001,FLAGSTAFF,AZ,35.2047869,-111.6465388,5,4,Coconino County,0,0
2303,1,0,0,2,0,"710 N. BEAVER ST., BLD. 1",86001,FLAGSTAFF,AZ,35.2047869,-111.6465388,5,4,Coconino County,0,0
2304,1,0,0,2,0,7100 E CAVE CREEK RD. SUITE 101,85331,CAVE CREEK,AZ,33.8298097,-111.92804459999999,13,4,Maricopa County,0,0
2305,1,0,0,2,0,7101 EAST THOMAS RD,85251,SCOTTSDALE,AZ,33.4800576,-111.92917379999999,13,4,Maricopa County,0,0
2306,1,0,0,2,0,"7102 EAST ACOMA DRIVE,SUITE 3",85254,SCOTTSDALE,AZ,33.6185496,-111.92871219999999,13,4,Maricopa County,0,0
2307,1,0,0,2,0,"711 E CAREFREE HWY,SUITE 210",85085,PHOENIX,AZ,33.79791122,-112.06403590000002,13,4,Maricopa County,0,0
2308,1,0,0,2,0,"711 N. EVERGREEN RD.,APT. 2093",85201,MESA,AZ,33.4277681,-111.8826912,13,4,Maricopa County,0,0
2309,1,0,0,2,0,"7111 E TANQUE VERDE RD,STE 107",85715,TUCSON,AZ,32.2513407,-110.84020349999999,19,4,Pima County,0,0
2310,1,0,0,2,0,7115 N. VIEWSCAPE DRIVE,86315,PRESCOTT,AZ,34.645151899999995,-112.33811750000001,25,4,Yavapai County,0,0
2311,1,0,0,2,0,7123 E JENSEN ST,85207,MESA,AZ,33.4494801,-111.6778075,13,4,Maricopa County,0,0
2312,1,0,0,2,0,"7126 OSBORN RD,APT 1029",85251,SCOTTSDALE,AZ,33.488301899999996,-111.927539,13,4,Maricopa County,0,0
2313,1,0,0,2,0,"7131 E RANCHO VISTA DR,UNIT 3009",85251,SCOTTSDALE,AZ,33.5070434,-111.9289067,13,4,Maricopa County,0,0
2314,1,0,0,2,0,7136 PAV WAY,86314,PRESCOTT VALLEY,AZ,34.584891999999996,-112.3407075,25,4,Yavapai County,0,0
2315,0,0,1,0,0,7141 E RANCHO VISTA DRIVE #4005,85251,SCOTTSDALE,AZ,33.5071984,-111.92836969999999,13,4,Maricopa County,0,0
2316,1,0,0,2,0,716 NORTH COUNTRY CLUB,85716,TUCSON,AZ,32.2303691,-110.92621670000001,19,4,Pima County,0,0
2317,1,0,0,2,0,717 E. JOHN HENRY LN.,85296,GILBERT,AZ,33.344345399999995,-111.77503590000002,13,4,Maricopa County,0,0
2318,1,0,0,2,0,717 W GLENDALE AVE,85021,PHOENIX,AZ,33.5379756,-112.08306,13,4,Maricopa County,0,0
2319,1,0,0,2,0,717 W. GLENDALE AVE.,85021,PHOENIX,AZ,33.5379756,-112.08306,13,4,Maricopa County,0,0
2320,1,0,0,2,0,7181 E CAMELBACK RD,85251,SCOTTSDALE,AZ,33.5014384,-111.9272206,13,4,Maricopa County,0,0
2321,1,0,0,2,0,720 11TH ST.,85607,DOUGLAS,AZ,31.34560406,-109.5501748,3,4,Cochise County,0,0
2322,1,0,0,2,0,"720 E. THUNDERBIRD, SUITE 2",85022,PHOENIX,AZ,33.6082568,-112.06409369999999,13,4,Maricopa County,0,0
2323,1,0,0,2,0,7201 E PRINCESS BLVD,85225,SCOTTSDALE,AZ,33.646203799999995,-111.92370859999998,13,4,Maricopa County,0,0
2324,1,0,0,2,0,7201 E PRINCESS BLVD,85255,SCOTTSDALE,AZ,33.646203799999995,-111.92370859999998,13,4,Maricopa County,0,0
2325,1,0,0,2,0,7201 E. PRINCESS BLVD.,85255,SCOTTSDALE,AZ,33.646203799999995,-111.92370859999998,13,4,Maricopa County,0,0
2326,1,0,0,2,0,721 N OLIVE AVE,85122,CASA GRANDE,AZ,32.88015219,-111.7510258,21,4,Pinal County,0,0
2327,1,0,0,2,0,721 N. OLIVE AVE,85122,CASA GRANDE,AZ,32.88015219,-111.7510258,21,4,Pinal County,0,0
2328,2,0,0,4,0,721 W. GLENDALE AVE.,85021,PHOENIX,AZ,33.537981300000006,-112.08340530000001,13,4,Maricopa County,0,0
2329,1,0,0,2,0,7211 W HONEYSUCKLE DR,85383,PEORIA,AZ,33.7183487,-112.21333130000001,13,4,Maricopa County,0,0
2330,1,0,0,2,0,7214 E MONTGOMERY RD,85266,SCOTTSDALE,AZ,33.7628415,-111.9251501,13,4,Maricopa County,0,0
2331,1,0,0,2,0,7221 E BASELINE RD STE #102,85209,MESA,AZ,33.3790213,-111.67846709999999,13,4,Maricopa County,0,0
2332,1,0,0,2,0,7222 E GAINEY RANCH RD #224,85258,SCOTTSDALE,AZ,33.56955,-111.92142140000001,13,4,Maricopa County,0,0
2333,0,0,1,0,0,"7225 N. ORACLE RD., STE 201",85704,TUCSON,AZ,32.3381922,-110.97808729999998,19,4,Pima County,0,0
2334,1,0,0,2,0,7227 N. DREAMY DRAW DR. #2,85020,PHOENIX,AZ,33.5427082,-112.04465490000001,13,4,Maricopa County,0,0
2335,1,0,0,2,0,"7227 N. DREAMY DRAW DR., STE 3",85020,PHOENIX,AZ,33.5427082,-112.04465490000001,13,4,Maricopa County,0,0
2336,1,0,0,2,0,7228 E. PAMPA AVE.,85212,MESA,AZ,33.3221585,-111.63546409999998,13,4,Maricopa County,0,0
2337,1,0,0,2,0,"7231 E PRINCESS BLVD,SUITE 207",85255,SCOTTSDALE,AZ,33.6462859,-111.9231455,13,4,Maricopa County,0,0
2338,1,0,0,2,0,7239 E. BAREFOOT LANE,86314,PRESCOTT VALLEY,AZ,34.5583426,-112.33927220000001,25,4,Yavapai County,0,0
2339,1,0,0,2,0,7241 N. THORNYDALE RD.,85741,TUCSON,AZ,32.3390615,-111.04732879999999,19,4,Pima County,0,0
2340,1,0,0,2,0,7249 W FALLEN LEAF LANE,85383,PEORIA,AZ,33.7092122,-112.2153657,13,4,Maricopa County,0,0
2341,1,0,0,2,0,725 W ELLIOT RD #104,85233,GILBERT,AZ,33.3488719,-111.8053713,13,4,Maricopa County,0,0
2342,2,0,0,4,0,"7255 E TANQUE VERDE RD,SUITE 101",85715,TUCSON,AZ,32.251721999999994,-110.8376178,19,4,Pima County,0,0
2343,1,0,0,2,0,7255 E. TANQUE VERDE RD. #101,85715,TUCSON,AZ,32.251721999999994,-110.8376178,19,4,Pima County,0,0
2344,2,0,0,4,0,"726 N. GREENFIELD RD., STE 126",85234,GILBERT,AZ,33.3634464,-111.74037949999999,13,4,Maricopa County,0,0
2345,0,0,1,0,0,"726 N. GREENFIELD ROAD, STE 117",85234,GILBERT,AZ,33.3634464,-111.74037949999999,13,4,Maricopa County,0,0
2346,1,0,0,2,0,7265 E TANQUE VERDE  #101,85715,TUCSON,AZ,32.2516672,-110.83687309999999,19,4,Pima County,0,0
2347,1,0,0,2,0,7265 N RACE TRACK RD,86305,PRESCOTT,AZ,34.646334700000004,-112.50493359999999,25,4,Yavapai County,0,0
2348,1,0,0,2,0,"7291 N. SCOTTSDALE RD., UNIT 4002",85253,PARADISE VALLEY,AZ,33.5432955,-111.92405990000002,13,4,Maricopa County,0,0
2349,1,0,0,2,0,7301 E 3RD AVE #413,85251,SCOTTSDALE,AZ,33.4965278,-111.92355590000001,13,4,Maricopa County,0,0
2350,0,0,2,0,0,"7301 E. SECOND ST., STE. 208",85251,SCOTTSDALE,AZ,33.4907461,-111.92425459999998,13,4,Maricopa County,0,0
2351,1,0,0,2,0,7311 E REINS CT,86314,PRESCOTT VALLEY,AZ,34.5694874,-112.33706299999999,25,4,Yavapai County,0,0
2352,1,0,0,2,0,"7311 E. SOUTHERN AVE,APT #3014",85209,MESA,AZ,33.393078,-111.6734115,13,4,Maricopa County,0,0
2353,1,0,0,2,0,7320 E SOARING EAGLE WAY,85266,SCOTTSDALE,AZ,33.78982397,-111.9232619,13,4,Maricopa County,0,0
2354,1,0,0,2,0,"7342 E. THOMAS RD,SUITE 100",85251,SCOTTSDALE,AZ,33.4808201,-111.9222002,13,4,Maricopa County,0,0
2355,1,0,0,2,0,7346 E NARANJA AVE,85209,MESA,AZ,33.365795,-111.67671580000001,13,4,Maricopa County,0,0
2356,1,0,0,2,0,7349 E VIA ESTRELLA AVE,85258,SCOTTSDALE,AZ,33.5767966,-111.92273770000001,13,4,Maricopa County,0,0
2357,2,0,0,4,0,7350 E. SPEEDWAY BLVD #201,85710,TUCSON,AZ,32.234819699999996,-110.83506670000001,19,4,Pima County,0,0
2358,1,0,0,2,0,7350 S MCCLINTOCK DR STE 102,85283,TEMPE,AZ,33.35213064,-111.911277,13,4,Maricopa County,0,0
2359,1,0,0,2,0,"7350 S MCCLINTOCK DR, SUITE 103",85283,TEMPE,AZ,33.35213064,-111.911277,13,4,Maricopa County,0,0
2360,1,0,0,2,0,"7350 S MCCLINTOCK DR,SUITE 103",85283,TEMPE,AZ,33.35213064,-111.911277,13,4,Maricopa County,0,0
2361,1,0,0,2,0,"7350 S. MCCLINTOCK RD., STE 103",85283,TEMPE,AZ,33.35213064,-111.911277,13,4,Maricopa County,0,0
2362,1,0,0,2,0,"7350 S. MCCLINTOCK, #104",85283,TEMPE,AZ,33.35213064,-111.911277,13,4,Maricopa County,0,0
2363,1,0,0,2,0,7353 E. SUGARLOAF ST,85207,MESA,AZ,33.4845423,-111.67150090000001,13,4,Maricopa County,0,0
2364,1,0,0,2,0,"7355E THOMPSON PEAK PKWY,APT C1001",85255,SCOTTSDALE,AZ,33.669701700000005,-111.92159290000001,13,4,Maricopa County,0,0
2365,0,0,1,0,0,7362 E. DEL ACERO DRIVE,85258,SCOTTSDALE,AZ,33.56170515,-111.9225264,13,4,Maricopa County,0,0
2366,1,0,0,2,0,7369 E. CAMINO DEL MONTE,85255,SCOTTSDALE,AZ,33.70221078,-111.92135640000001,13,4,Maricopa County,0,0
2367,1,0,0,2,0,"7373 N. SCOTTSDALE ROAD, SUITE A-220",85253,SCOTTSDALE,AZ,33.5454228,-111.92506750000001,13,4,Maricopa County,0,0
2368,1,0,0,2,0,7391 E BENT TREE DR,85266,SCOTTSDALE,AZ,33.7347549,-111.921675,13,4,Maricopa County,0,0
2369,1,0,0,2,0,740 E HIGHLAND AVE #200,85014,PHOENIX,AZ,33.5060986,-112.0633658,13,4,Maricopa County,0,0
2370,1,0,0,2,0,"740 E HIGHLAND, STE-200",85014,PHOENIX,AZ,33.5060986,-112.0633658,13,4,Maricopa County,0,0
2371,1,0,0,2,0,"740 E. MINGUS AVE,APT 1090",86326,COTTONWOOD,AZ,34.74273356,-112.02019399999999,25,4,Yavapai County,0,0
2372,0,0,1,0,0,"7400 SOUTH POWER RD,SUITE 136",85297,GILBERT,AZ,33.2818739,-111.6876932,13,4,Maricopa County,0,0
2373,1,0,0,2,0,7401 W ARROWHEAD CLUBHOUSE DR #1064,85308,GLENDALE,AZ,33.6644536,-112.2172666,13,4,Maricopa County,0,0
2374,1,0,0,2,0,7401 W. ALEXANDRA WAY,85381,PEORIA,AZ,33.6064528,-112.2182489,13,4,Maricopa County,0,0
2375,1,0,0,2,0,"7401 W. ARROWHEAD CLUBHOUSE DR,UNIT #1052",85308,GLENDALE,AZ,33.6644536,-112.2172666,13,4,Maricopa County,0,0
2376,1,0,0,2,0,7413 W BRILES RD,85383,PEORIA,AZ,33.7206782,-112.2184771,13,4,Maricopa County,0,0
2377,1,0,0,2,0,7415 E. TANQUE VERDE RD,85715,TUCSON,AZ,32.2511008,-110.8341395,19,4,Pima County,0,0
2378,1,0,0,2,0,"742 E GLENDALE AVE,SUITE 118",85020,PHOENIX,AZ,33.5387616,-112.06394099999999,13,4,Maricopa County,0,0
2379,1,0,0,2,0,7420 S RURAL RD #B-5,85283,TEMPE,AZ,33.35248174,-111.92859969999999,13,4,Maricopa County,0,0
2380,1,0,0,2,0,7422 E SAN JACINTO DR,85258,SCOTTSDALE,AZ,33.564122,-111.9212038,13,4,Maricopa County,0,0
2381,0,0,1,0,0,7425 E SHEA BLVD  #110,85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2382,1,0,0,2,0,7425 E SHEA BLVD #110,85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2383,1,0,0,2,0,7425 E SHEA BLVD 106,85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2384,1,0,0,2,0,7425 E SHEA BLVD STE 110,85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2385,0,0,1,0,0,"7425 E SHEA BLVD, STE 110",85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2386,1,0,1,2,0,"7425 E SHEA BLVD,STE 110",85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2387,1,0,0,2,0,"7425 E SHEA BLVD,SUITE 106",85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2388,0,0,1,0,0,7425 E. SHEA BLVD. #106,85260,SCOTTSDALE,AZ,33.5812844,-111.9211934,13,4,Maricopa County,0,0
2389,1,0,0,2,0,7425 NORTH ALSUP RD,85340,LITCHFIELD PARK,AZ,33.5439412,-112.4013821,13,4,Maricopa County,0,0
2390,0,0,1,0,0,"7425 NORTH MONA LISA ROAD,APT 278",85741,TUCSON,AZ,32.339400399999995,-111.023552,19,4,Pima County,0,0
2391,1,0,0,2,0,7429 E CORRINE RD.,85260,SCOTTSDALE,AZ,33.6010861,-111.9199361,13,4,Maricopa County,0,0
2392,1,0,0,2,0,743 N MAPLE CIR,85205,MESA,AZ,33.4294327,-111.74799250000001,13,4,Maricopa County,0,0
2393,1,0,0,2,0,"7430 EAST CHAPARRAL RD,APT #239A",85250,SCOTTSDALE,AZ,33.5100296,-111.9209794,13,4,Maricopa County,0,0
2394,1,0,0,2,0,7434 N LA CHOLLA BLVD,85741,TUCSON,AZ,32.34097951,-111.0126432,19,4,Pima County,0,0
2395,1,0,0,2,0,7438 E. NIDO AVE,85209,MESA,AZ,33.3688827,-111.6743584,13,4,Maricopa County,0,0
2396,1,0,0,2,0,7439 E EARLL DR,85251,SCOTTSDALE,AZ,33.483658,-111.9202832,13,4,Maricopa County,0,0
2397,1,0,0,2,0,"7439 E EARLL DR,STE B",85251,SCOTTSDALE,AZ,33.483658,-111.9202832,13,4,Maricopa County,0,0
2398,1,0,0,2,0,7439 E. EARLL DR.,85251,SCOTTSDALE,AZ,33.483658,-111.9202832,13,4,Maricopa County,0,0
2399,1,0,0,2,0,"7440 W CACTUS RD,SUITE A-18",85381,PEORIA,AZ,33.59595833,-112.2192889,13,4,Maricopa County,0,0
2400,1,0,0,2,0,7444 E ROSE GARDEN LN,85255,SCOTTSDALE,AZ,33.6768081,-111.91953840000001,13,4,Maricopa County,0,0
2401,1,0,0,2,0,7448 E MAIN STREET,85207,MESA,AZ,33.41576980000001,-111.67022820000001,13,4,Maricopa County,0,0
2402,1,0,0,2,0,"7448 W GLENDALE AVE, #126",85303,GLENDALE,AZ,33.538959999999996,-112.2177754,13,4,Maricopa County,0,0
2403,1,0,0,2,0,"7450 E. PINNACLE PEAK RD,SUITE 250",85225,SCOTTSDALE,AZ,33.6990952,-111.9200777,13,4,Maricopa County,0,0
2404,0,0,1,0,0,7455 E. TANQUE VERDE RD.,85715,TUCSON,AZ,32.2517849,-110.83396509999999,19,4,Pima County,0,0
2405,1,0,0,2,0,7459 E. DE LA O RD,85255,SCOTTSDALE,AZ,33.7087429,-111.91825049999998,13,4,Maricopa County,0,0
2406,1,0,0,2,0,7463 S. RITA LANE,85283,TEMPE,AZ,33.3503992,-111.92314250000001,13,4,Maricopa County,0,0
2407,1,0,0,2,0,7476 N. LA CHOLLA BLVD,85741,TUCSON,AZ,32.34164234,-111.01264840000002,19,4,Pima County,0,0
2408,1,0,0,2,0,7482 W FIREBIRD DR,85308,GLENDALE,AZ,33.676712,-112.21972120000001,13,4,Maricopa County,0,0
2409,0,0,1,0,0,7488 N LA CHOLLA BLVD,85741,TUCSON,AZ,32.34183173,-111.01264990000001,19,4,Pima County,0,0
